"There was an error with the recaptcha code, please try again.","Er heeft zich een fout voorgedaan bij het controleren van de reCaptcha. Probeer het opnieuw."
"Failed to load reCaptcha. Please check your network connection and try again","Fout bij laden reCaptcha. Controleer je internetverbdinging en probeer opnieuw."
"Failed to load reCaptcha. Please reload the page and try again","Fout bij laden reCaptcha. Herlaad de pagina en probeer het opnieuw."
"Light","Light"
"Dark","Dark"
